game_id,won,vp
0,true,10
1,true,10
2,false,3
3,false,4
4,true,10
5,true,11
6,true,10
7,false,3
8,false,9
9,true,10
10,true,10
11,false,5
12,false,4
13,false,2
14,true,10
15,true,10
16,true,10
17,false,3
18,false,3
19,true,10
20,true,10
21,true,10
22,true,10
23,true,10
24,false,4
25,true,10
26,false,2
27,false,8
28,true,10
29,false,6
30,false,7
31,true,10
32,true,11
33,false,7
34,false,7
35,false,4
36,true,10
37,false,8
38,false,3
39,true,10
40,false,2
41,true,10
42,false,2
43,true,10
44,false,7
45,false,2
46,true,10
47,true,10
48,false,5
49,false,4
50,false,6
51,false,2
52,true,10
53,true,10
54,false,5
55,false,5
56,true,10
57,true,10
58,false,8
59,true,10
60,true,10
61,false,5
62,false,4
63,true,10
64,false,9
65,false,5
66,false,9
67,false,6
68,false,6
69,true,11
70,true,10
71,false,8
72,false,3
73,false,2
74,false,2
75,false,5
76,false,4
77,false,2
78,true,10
79,false,5
80,true,10
81,false,4
82,true,10
83,false,4
84,true,10
85,true,10
86,true,10
87,true,10
88,true,11
89,true,10
90,true,10
91,false,2
92,false,7
93,false,3
94,true,11
95,false,4
96,false,7
97,true,11
98,true,10
99,true,10
100,true,11
101,true,10
102,false,5
103,false,4
104,false,4
105,true,10
106,false,3
107,false,4
108,false,4
109,true,10
110,true,10
111,false,8
112,false,2
113,false,2
114,true,10
115,true,10
116,true,10
117,false,7
118,true,10
119,false,7
120,false,8
121,false,2
122,false,4
123,true,10
124,false,4
125,false,2
126,true,10
127,false,3
128,false,9
129,false,9
130,false,7
131,true,10
132,true,10
133,false,3
134,true,10
135,true,10
136,true,10
137,false,4
138,true,10
139,true,10
140,false,8
141,false,6
142,true,10
143,false,4
144,true,10
145,false,3
146,false,3
147,true,10
148,false,4
149,true,10
150,false,3
151,false,2
152,true,10
153,false,3
154,true,10
155,true,10
156,false,2
157,false,3
158,true,10
159,true,10
160,true,10
161,false,7
162,true,10
163,true,10
164,false,3
165,false,5
166,false,6
167,false,2
168,false,5
169,true,10
170,true,10
171,false,8
172,false,3
173,false,4
174,false,3
175,true,10
176,false,5
177,true,10
178,true,10
179,true,10
180,true,10
181,true,10
182,true,10
183,true,10
184,false,7
185,true,10
186,true,11
187,false,5
188,true,10
189,false,4
190,false,5
191,false,2
192,true,10
193,true,10
194,true,10
195,false,5
196,false,3
197,false,4
198,false,4
199,false,9
200,false,2
201,true,10
202,true,10
203,false,6
204,true,10
205,true,10
206,true,10
207,false,7
208,true,10
209,true,10
210,true,11
211,true,10
212,false,8
213,false,8
214,false,6
215,false,5
216,false,7
217,false,2
218,false,3
219,false,2
220,true,10
221,false,2
222,true,10
223,true,10
224,false,4
225,true,10
226,false,5
227,true,10
228,false,3
229,false,2
230,false,2
231,false,5
232,false,7
233,true,10
234,false,4
235,false,2
236,false,5
237,true,10
238,false,2
239,false,2
240,false,4
241,true,10
242,false,4
243,false,3
244,false,8
245,true,10
246,true,11
247,false,4
248,false,2
249,false,5
250,false,6
251,false,2
252,true,10
253,true,10
254,false,8
255,false,9
256,true,10
257,false,4
258,true,10
259,false,8
260,false,6
261,false,4
262,false,4
263,true,10
264,false,2
265,true,10
266,false,8
267,false,3
268,false,3
269,true,10
270,true,10
271,false,5
272,true,10
